,book_title,author,num_ratings,average_rating,5_star_reviews
6714,Ashes,Ilsa J. Bick,25482,3.94,8967
6715,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,23704,4.00,8964
6716,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,23704,4.00,8964
6717,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,22784,4.13,8954
6718,All My Sons,Arthur Miller,27994,3.90,8954
6719,The Summer Tree,Guy Gavriel Kay,24768,3.97,8953
6720,The Impossible Knife of Memory,Laurie Halse Anderson,29019,3.91,8951
6721,The King's Buccaneer,Raymond E. Feist,24751,4.07,8949
6722,Please Ignore Vera Dietz,A.S. King,29505,3.87,8947
6723,حياة في الإدارة,Ghazi A. Algosaibi,13900,4.49,8945
6724,Enduring Love,Ian McEwan,44735,3.64,8944
6725,Inca Gold,Clive Cussler,28032,4.00,8939
6726,XOXO,Axie Oh,33127,3.83,8938
6727,Call for the Dead,John le Carré,39261,3.85,8936
6728,Vingt-quatre heures de la vie d'une femme,Stefan Zweig,31926,3.91,8935
6729,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,31622,3.86,8929
6730,Mistress of Rome,Kate Quinn,24818,4.03,8919
6731,A Place Called Here,Cecelia Ahern,34464,3.68,8918
6732,The Treatment,Suzanne Young,24917,4.00,8913
6733,Gut gegen Nordwind,Daniel Glattauer,27311,3.85,8912
6734,Pulp,Charles Bukowski,39689,3.67,8911
6735,Beyond the Veil,Quinn Loftis,13833,4.49,8909
6736,The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Nietzsche,17977,4.26,8907
6737,Scarlet,A.C. Gaughen,24782,3.93,8906
6738,The Sunbearer Trials,Aiden Thomas,17302,4.35,8902
6739,The Dark and Hollow Places,Carrie Ryan,22761,4.03,8900
6740,Finally,Wendy Mass,19245,4.18,8899
6741,Palace Walk,Naguib Mahfouz,20060,4.19,8896
6742,The Master Butchers Singing Club,Louise Erdrich,25124,4.06,8894
6743,The Great Train Robbery,Michael Crichton,31993,3.89,8894
6744,Another Fine Myth,Robert Lynn Asprin,23977,4.04,8889
6745,"Transmetropolitan, Vol. 3: Year of the Bastard",Warren Ellis,15338,4.41,8885
6746,Thoughtful,S.C. Stephens,17320,4.23,8884
6747,Burn for Burn,Jenny Han,33033,3.80,8883
6748,Palestine,Joe Sacco,18927,4.23,8877
6749,Of Triton,Anna Banks,26303,3.96,8868
6750,The Hollow Places,T. Kingfisher,35325,3.80,8863
6751,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks,22242,4.15,8861
6752,Among the Barons,Margaret Peterson Haddix,23272,4.09,8855
6753,The Particular Sadness of Lemon Cake,Aimee Bender,66167,3.24,8853
6754,The Traitor Baru Cormorant,Seth Dickinson,21439,4.05,8851
6755,Timequake,Kurt Vonnegut Jr.,38367,3.73,8845
6756,The Lady in the Lake,Raymond Chandler,26917,4.05,8844
6757,"Tall, Dark & Hungry",Lynsay Sands,19688,4.20,8843
6758,NurtureShock: New Thinking About Children,Po Bronson,26220,4.03,8840
6759,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,20110,4.09,8837
6760,Tartuffe,Molière,39626,3.66,8833
6761,"Imogen, Obviously",Becky Albertalli,19146,4.25,8833
6762,Love Walked In,Marisa de los Santos,37837,3.72,8832
6763,The Seventh Scroll,Wilbur Smith,20939,4.15,8828
6764,The Road to Little Dribbling: Adventures of an American in Britain,Bill Bryson,36409,3.72,8825
6765,"Breath, Eyes, Memory",Edwidge Danticat,30118,3.90,8819
6766,The Ghost Bride,Yangsze Choo,33467,3.80,8818
6767,Magic Steps,Tamora Pierce,23803,4.04,8817
6768,Winter's Passage,Julie Kagawa,26043,3.93,8817
6769,Deep Storm,Lincoln Child,30623,3.90,8813
6770,Twilight Eyes,Dean Koontz,26941,3.92,8810
6771,The Setting Sun,Osamu Dazai,28790,3.99,8804
6772,Bleachers,John Grisham,43200,3.53,8802
6773,My Name Is Memory,Ann Brashares,33380,3.72,8801
6774,"Fruits Basket, Vol. 12",Natsuki Takaya,14495,4.45,8798
6775,Jacob,Jacquelyn Frank,22269,4.00,8796
6776,Talon,Julie Kagawa,31271,3.76,8794
6777,Red Harvest,Dashiell Hammett,27688,3.95,8789
6778,The Hidden Messages in Water,Masaru Emoto,16468,4.25,8783
6779,A Crystal of Time,Soman Chainani,17068,4.31,8773
6780,The Hive Queen,Tui T. Sutherland,13947,4.48,8771
6781,The Watchmaker of Filigree Street,Natasha Pulley,34704,3.73,8770
6782,Comet in Moominland,Tove Jansson,19321,4.24,8768
6783,In This Mountain,Jan Karon,17376,4.32,8767
6784,"The Last Lion: Winston Spencer Churchill: Visions of Glory, 1874-1932",William Manchester,15213,4.33,8761
6785,"The Call of the Wild, White Fang and Other Stories",Jack London,22466,4.05,8745
6786,"King Henry IV, Part 1",William Shakespeare,30601,3.80,8737
6787,Raven's Gate,Anthony Horowitz,27246,3.90,8736
6788,The Passenger,Lisa Lutz,42937,3.72,8735
6789,Airman,Eoin Colfer,20237,4.15,8734
6790,The Broken Wings,Kahlil Gibran,24593,3.96,8732
6791,Queen Song,Victoria Aveyard,28799,3.80,8722
6792,The Complete Robot,Isaac Asimov,17703,4.33,8721
6793,The Dark Tower Series: Books 1-7,Stephen King,11944,4.62,8717
6794,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,28150,3.66,8715
6795,Çalıkuşu,Reşat Nuri Güntekin,16369,4.32,8714
6796,Willing Captive,Belle Aurora,20811,4.07,8713
6797,Running Barefoot,Amy Harmon,17155,4.30,8707
6798,"Fables, Vol. 10: The Good Prince",Bill Willingham,16451,4.37,8707
6799,"Fruits Basket, Vol. 16",Natsuki Takaya,13792,4.48,8702
6800,The Monk,Matthew Gregory Lewis,28955,3.83,8700
6801,Hope: A Memoir of Survival in Cleveland,Amanda     Berry,17026,4.35,8699
6802,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",Amy Morin,26211,3.91,8693
6803,Elephants Can Remember,Agatha Christie,41950,3.65,8692
6804,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,30135,3.89,8690
6805,Ο ιππότης με τη σκουριασμένη πανοπλία,Robert    Fisher,26609,3.82,8688
6806,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",Anne Bishop,13895,4.39,8688
6807,El caballero de la armadura oxidada,Robert    Fisher,26601,3.82,8686
6808,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,Carl Sagan,17151,4.30,8682
6809,The Complete Wreck,Lemony Snicket,16176,4.34,8680
6810,The Tiger Rising,Kate DiCamillo,29870,3.84,8679
6811,Timebound,Rysa Walker,29633,3.89,8678
6812,Os Maias,Eça de Queirós,24444,4.00,8674
6813,Shadow & Claw,Gene Wolfe,20077,4.04,8674
6814,Luck in the Shadows,Lynn Flewelling,21813,4.09,8674
6815,Nice Girls Don't Have Fangs,Molly Harper,26296,3.91,8672
6816,Brawn,Laurann Dohner,19363,4.18,8671
6817,Mummies in the Morning,Mary Pope Osborne,23131,3.93,8670
6818,Armageddon: The Cosmic Battle of the Ages,Tim LaHaye,20763,4.04,8670
6819,ذاكرة الجسد,Ahlam Mosteghanemi,25099,3.81,8665
6820,Point of Impact,Stephen Hunter,17902,4.29,8664
6821,Cronopios and Famas,Julio Cortázar,18286,4.24,8660
6822,Cruel Crown,Victoria Aveyard,38305,3.62,8660
6823,Honor,Elif Shafak,21888,4.13,8656
6824,The Good Husband of Zebra Drive,Alexander McCall Smith,26715,4.08,8656
6825,Nothing Left to Lose,Kirsty Moseley,16052,4.26,8655
6826,Love Me Never,Sara Wolf,21292,4.01,8650
6827,The Dead of Night,John Marsden,23732,4.12,8648
6828,سمفونی مردگان,عباس معروفی,17871,4.22,8645
6829,The Faraway Tree Stories,Enid Blyton,15755,4.30,8644
6830,Lockdown,Alexander Gordon Smith,19935,4.11,8644
6831,Sea of Poppies,Amitav Ghosh,27523,3.97,8642
6832,The Hollow,Agatha Christie,36519,3.80,8638
6833,The Last Detective,Robert Crais,19469,4.27,8631
6834,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh,24240,4.07,8618
6835,Article 5,Kristen Simmons,28163,3.76,8617
6836,The Dark Is Rising Sequence,Susan Cooper,16494,4.29,8613
6837,Mein Kampf,Adolf Hitler,41775,3.18,8613
6838,The Darkest Evening of the Year,Dean Koontz,29593,3.77,8609
6839,If I Die,Rachel Vincent,16072,4.30,8605
6840,Wildwood,Colin Meloy,34080,3.69,8597
6841,Predator,Patricia Cornwell,33106,3.72,8597
6842,Hell Followed With Us,Andrew Joseph White,19716,4.15,8594
6843,In the Shadow of Young Girls in Flower,Marcel Proust,15167,4.39,8593
6844,Book of the Dead,Patricia Cornwell,32911,3.70,8591
6845,Shrines of Gaiety,Kate Atkinson,34327,3.85,8587
6846,فلتغفري,أثير عبدالله النشمي,32459,3.40,8585
6847,Armor,John Steakley,19567,4.11,8581
6848,The Gift,James Patterson,28917,3.78,8574
6849,Too Loud a Solitude,Bohumil Hrabal,22837,3.99,8573
6850,"Akira, Vol. 2",Katsuhiro Otomo,15073,4.46,8570
6851,The Marriage Trap,Jennifer Probst,30179,3.88,8570
6852,First Among Sequels,Jasper Fforde,26760,4.02,8569
6853,Devil Bones,Kathy Reichs,29438,3.91,8567
6854,Boy Meets Girl,Meg Cabot,29739,3.83,8565
6855,Her Royal Highness,Rachel Hawkins,40001,3.75,8562
6856,An Invisible Client,Victor Methos,15326,4.41,8560
6857,My Best Friend's Girl,Dorothy Koomson,22051,4.05,8558
6858,Y: The Last Man - The Deluxe Edition Book One,Brian K. Vaughan,17453,4.30,8555
6859,The Halloween Tree,Ray Bradbury,31976,3.78,8555
6860,Skellig,David Almond,28328,3.81,8550
6861,Stupeur et tremblements,Amélie Nothomb,36938,3.73,8547
6862,American Tabloid,James Ellroy,18566,4.20,8542
6863,Charlie Bone and the Hidden King,Jenny Nimmo,23108,4.01,8541
6864,An Old-Fashioned Girl,Louisa May Alcott,20449,4.09,8530
6865,The Glass Palace,Amitav Ghosh,26387,4.00,8528
6866,Winter’s Tale,Mark Helprin,28599,3.51,8522
6867,House Atreides,Brian Herbert,27450,3.81,8520
6868,Thorn Queen,Richelle Mead,21449,4.12,8519
6869,Candle in the Darkness,Lynn Austin,16376,4.31,8517
6870,The Sword in the Stone,T.H. White,26666,3.89,8516
6871,Murder Most Unladylike,Robin Stevens,22864,4.03,8516
6872,The Magician's Apprentice,Trudi Canavan,24942,3.98,8515
6873,Paradise,Toni Morrison,27118,3.85,8514
6874,Ink and Bone,Rachel Caine,29627,3.97,8513
6875,The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game,David Eddings,16151,4.29,8510
6876,The Crow,James O'Barr,15904,4.30,8505
6877,The Fisherman,John  Langan,26938,3.92,8493
6878,The Case of the Missing Marquess,Nancy Springer,37630,3.78,8487
6879,Kitty and the Midnight Hour,Carrie Vaughn,33147,3.68,8481
6880,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,James L. Ferrell,14209,4.40,8478
6881,Elric of Melniboné,Michael Moorcock,28304,3.89,8475
6882,The Auschwitz Escape,Joel C. Rosenberg,15592,4.36,8467
6883,Kuyucaklı Yusuf,Sabahattin Ali,20062,4.21,8464
6884,The Big Dark Sky,Dean Koontz,20837,4.03,8460
6885,You Had Me At Hello,Mhairi McFarlane,32663,3.79,8455
6886,The Icewind Dale Trilogy Collector's Edition,R.A. Salvatore,16428,4.31,8455
6887,Three Junes,Julia Glass,44562,3.57,8454
6888,Flights,Olga Tokarczuk,31195,3.76,8453
6889,A Monstrous Regiment of Women,Laurie R. King,26108,4.04,8450
6890,The Crow Road,Iain Banks,22765,4.08,8450
6891,The Inheritance Cycle,Christopher Paolini,12546,4.54,8447
6892,Strange Pilgrims: Twelve Stories,Gabriel García Márquez,25180,4.04,8444
6893,S.,J.J. Abrams,25330,3.87,8439
6894,Saving Faith,David Baldacci,27333,3.95,8437
6895,Runaway,Meg Cabot,24646,3.90,8432
6896,Inherent Vice,Thomas Pynchon,34710,3.78,8431
6897,The Inheritance of Loss,Kiran Desai,52889,3.45,8429
6898,The Executioner's Song,Norman Mailer,21776,4.06,8426
6899,Arsen: A Broken Love Story,Mia Asher,16909,4.13,8425
6900,Crush,Lacey Weatherford,23726,3.95,8421
6901,Princess of Glass,Jessica Day George,22406,4.06,8421
6902,Cosmicomics,Italo Calvino,19030,4.16,8420
6903,The Heretic's Daughter,Kathleen Kent,35810,3.78,8419
6904,Mrs. Mike,Benedict Freedman,19575,4.15,8418
6905,"All-Star Superman, Vol. 2",Grant Morrison,15065,4.33,8413
6906,August: Osage County,Tracy Letts,18393,4.14,8409
6907,Forget You,Jennifer Echols,26541,3.78,8404
6908,Pirate Latitudes,Michael Crichton,49736,3.49,8402
6909,Tilt,Ellen Hopkins,17511,4.20,8402
6910,Surrounded by Idiots,Thomas Erikson,44227,3.49,8401
6911,In the Pines,Kendra Elliot,15685,4.39,8396
6912,Necroscope,Brian Lumley,21120,4.01,8395
6913,Skeletons at the Feast,Chris Bohjalian,26191,4.00,8394
6914,Deerskin,Robin McKinley,23004,3.92,8393
6915,You Belong To Me,Mary Higgins Clark,28138,3.91,8392
6916,"The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong, Vol. 1",Mò Xiāng Tóng Xiù,14949,4.43,8391
6917,The Complete Poetry and Prose,William Blake,16523,4.26,8390
6918,The Captive Part II / The Power,L.J. Smith,19404,4.09,8389
6919,Lipstick Jungle,Candace Bushnell,41577,3.43,8387
6920,"Doubt, a Parable",John Patrick Shanley,20420,4.10,8387
6921,"The History of Sexuality, Volume 1: An Introduction",Michel Foucault,23213,4.02,8385
6922,Who Could That Be at This Hour?,Lemony Snicket,28122,3.84,8383
6923,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,18150,4.08,8379
6924,Fences,August Wilson,26810,3.88,8370
6925,Flag in Exile,David Weber,19252,4.22,8369
6926,1/4 جرام,Essam Youssef,19382,4.01,8364
6927,A Killing Frost,John Marsden,20541,4.19,8362
6928,"பொன்னியின் செல்வன், முழுத்தொகுப்பு",Kalki,10397,4.70,8358
6929,"Bright Lights, Big City",Jay McInerney,34034,3.79,8358
6930,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll,17086,4.31,8357
6931,Filth,Irvine Welsh,29877,3.81,8352
6932,The Secret Hour,Scott Westerfeld,29882,3.82,8352
6933,Beauty's Punishment,A.N. Roquelaure,28477,3.62,8346
6934,If You Find Me,Emily  Murdoch,22963,4.08,8342
6935,Enchantment: A Classic Fantasy with a Modern Twist,Orson Scott Card,27205,3.91,8341
6936,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mò Xiāng Tóng Xiù,11379,4.67,8339
6937,"Carry On, Mr. Bowditch",Jean Lee Latham,18755,4.13,8338
6938,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,24322,3.92,8337
6939,Amadeus,Peter Shaffer,18449,4.16,8334
6940,Temple,Matthew Reilly,21483,4.06,8334
6941,Captains and the Kings: The Story of an American Dynasty,Taylor Caldwell,19270,4.14,8334
6942,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",Michael Bungay Stanier,23676,4.02,8334
6943,The Supernaturalist,Eoin Colfer,28782,3.86,8332
6944,Shibumi,Trevanian,17901,4.18,8330
6945,You Slay Me,Katie MacAlister,22633,3.99,8323
6946,Tintin in Tibet,Hergé,18055,4.23,8323
6947,Princess in Training,Meg Cabot,33436,3.72,8322
6948,Wiseguy,Nicholas Pileggi,18805,4.23,8322
6949,Captured,Erica Stevens,20985,4.02,8318
6950,Island Sequined Love Nun,Christopher Moore,32726,3.81,8314
6951,The Wolves of Willoughby Chase,Joan Aiken,21434,4.06,8313
6952,Under the Volcano,Malcolm Lowry,25103,3.77,8311
6953,V.,Thomas Pynchon,23471,3.96,8304
6954,Tales of Ordinary Madness,Charles Bukowski,28249,3.86,8302
6955,The Fog,James Herbert,26145,3.89,8300
6956,Chasing Vermeer,Blue Balliett,30511,3.73,8297
6957,Lament: The Faerie Queen's Deception,Maggie Stiefvater,33225,3.66,8296
6958,Cross Bones,Kathy Reichs,28919,3.88,8293
6959,Falling Leaves,Adeline Yen Mah,28093,3.90,8293
6960,The 39 Steps,John Buchan,41380,3.60,8288
6961,A Shepherd Looks at Psalm 23,W. Phillip Keller,13027,4.48,8285
6962,Midnight Obsession,Melinda Leigh,16055,4.32,8280
6963,The Naked and the Dead,Norman Mailer,25464,3.95,8279
6964,Saatleri Ayarlama Enstitüsü,Ahmet Hamdi Tanpınar,14492,4.40,8276
6965,The Case of Charles Dexter Ward,H.P. Lovecraft,20618,4.13,8272
6966,Brief Interviews with Hideous Men,David Foster Wallace,29529,3.84,8271
6967,The Happy Prince and Other Tales,Oscar Wilde,21201,4.10,8270
6968,American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,24578,3.92,8270
6969,The Moon Is Down,John Steinbeck,28748,3.93,8269
6970,Love From A to Z,S.K. Ali,20914,4.13,8263
6971,The Upanishads,Anonymous,16197,4.24,8262
6972,That Wedding,Jillian Dodd,17921,4.15,8260
6973,Snuff,Chuck Palahniuk,62637,3.22,8259
6974,All Clear,Connie Willis,20747,4.07,8256
6975,Pop Goes the Weasel,M.J. Arlidge,23199,4.13,8253
6976,La vida es sueño,Pedro Calderón de la Barca,24056,3.93,8252
6977,Storm Glass,Maria V. Snyder,25779,3.96,8251
6978,Five Children and It,E. Nesbit,26777,3.86,8251
6979,Ozma of Oz,L. Frank Baum,25185,3.96,8237
6980,Red Rabbit,Tom Clancy,31978,3.74,8226
6981,From the Earth to the Moon,Jules Verne,32895,3.76,8223
6982,The Fourth Bear,Jasper Fforde,23423,4.07,8221
6983,Dawn on a Distant Shore,Sara Donati,18565,4.23,8215
6984,Prey,Rachel Vincent,17746,4.20,8215
6985,Pray for Silence,Linda  Castillo,26921,4.00,8210
6986,The Feminine Mystique,Betty Friedan,28449,3.87,8206
6987,The Seven Storey Mountain,Thomas Merton,19376,4.07,8197
6988,Among the Enemy,Margaret Peterson Haddix,19565,4.16,8196
6989,Honolulu,Alan Brennert,24228,4.08,8196
6990,The Pledge,Kimberly Derting,28728,3.78,8195
6991,Gather Together in My Name,Maya Angelou,16963,4.31,8195
6992,The Good Soldier Švejk,Jaroslav Hašek,19202,4.10,8195
6993,The Tale of Benjamin Bunny,Beatrix Potter,16666,4.22,8193
6994,Half Wild,Sally Green,23524,3.99,8192
6995,The Miracle at Speedy Motors,Alexander McCall Smith,24462,4.10,8184
6996,First Term at Malory Towers,Enid Blyton,19445,4.13,8179
6997,Necronomicon: The Best Weird Tales,H.P. Lovecraft,17792,4.18,8174
6998,The Fold,Peter Clines,31020,3.88,8172
6999,Moon Palace,Paul Auster,25487,3.98,8171
7000,In Praise of Shadows,Jun'ichirō Tanizaki,23988,4.03,8168
7001,Requiem,Jamie McGuire,19463,4.13,8167
7002,Runaway: Stories,Alice Munro,24960,3.98,8160
7003,My Heart Is a Chainsaw,Stephen Graham Jones,37949,3.55,8159
7004,Things Not Seen,Andrew Clements,26310,3.89,8157
7005,Quintana of Charyn,Melina Marchetta,14568,4.32,8155
7006,The Secret of the Unicorn,Hergé,16669,4.30,8153
7007,Mrs. McGinty's Dead,Agatha Christie,33314,3.85,8147
7008,The Edible Woman,Margaret Atwood,37022,3.69,8143
7009,Tutunamayanlar,Oğuz Atay,11649,4.56,8135
7010,Wrath,Laurann Dohner,17772,4.21,8134
7011,Tempting the Best Man,J. Lynn,35530,3.68,8131
7012,The Darkest Road,Guy Gavriel Kay,17847,4.20,8114
7013,Thérèse Raquin,Émile Zola,32869,3.73,8105
7014,Homecoming,Cynthia Voigt,22482,3.97,8103
7015,Titus Andronicus,William Shakespeare,31252,3.68,8093
7016,Pride,Rachel Vincent,18502,4.15,8093
7017,The Algebraist,Iain M. Banks,22498,4.03,8089
7018,The Dying of the Light,Derek Landy,11731,4.60,8087
7019,"By the Time You Read This, I'll Be Dead",Julie Anne Peters,23543,3.85,8079
7020,The Infernal Devices: Clockwork Angel,Cassandra Clare,15441,4.22,8078
7021,Life and Fate,Vasily Grossman,13135,4.45,8075
7022,The Society of the Spectacle,Guy Debord,20687,4.02,8074
7023,Greenglass House,Kate Milford,23706,4.02,8065
7024,The Colorado Kid,Stephen King,52677,3.38,8065
7025,The Partly Cloudy Patriot,Sarah Vowell,28554,3.87,8065
7026,Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,35059,3.48,8059
7027,"Wind, Sand and Stars",Antoine de Saint-Exupéry,18547,4.12,8058
7028,The Long Patrol,Brian Jacques,19806,4.14,8053
7029,Free Food for Millionaires,Min Jin Lee,30116,3.84,8052
7030,The Line of Beauty,Alan Hollinghurst,28051,3.75,8049
7031,The Woman Warrior,Maxine Hong Kingston,31949,3.73,8048
7032,Daniel Deronda,George Eliot,25830,3.86,8034
7033,Tangerine,Edward Bloor,31971,3.59,8034
7034,Women in Love,D.H. Lawrence,32251,3.66,8026
7035,Finn Family Moomintroll,Tove Jansson,16447,4.30,8024
7036,Saving Grace,Christine Zolendz,19290,4.07,8021
7037,Sole Survivor,Dean Koontz,30616,3.81,8020
7038,Awareness: The Perils and Opportunities of Reality,Anthony de Mello,14330,4.29,8013
7039,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,22363,4.13,8013
7040,Personal Demon,Kelley Armstrong,21469,4.09,8012
7041,The Perfect Mother,Aimee Molloy,59490,3.53,8010
7042,Prince Lestat,Anne Rice,23401,3.84,8007
7043,The Child Thief,Brom,18951,4.09,8007
7044,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,35368,3.67,8007
7045,Adultery,Paulo Coelho,56701,3.09,8005
7046,Blood and Thunder: An Epic of the American West,Hampton Sides,16818,4.27,8004
7047,Alpha,Rachel Vincent,14943,4.30,8004
7048,Komarr,Lois McMaster Bujold,17509,4.29,7999
7049,Go Fetch!,Shelly Laurenston,17365,4.21,7998
7050,The Southern Lawyer,Peter O'Mahoney,17422,4.23,7998
7051,Fairest,Chanda Hahn,19813,4.11,7994
7052,How Green Was My Valley,Richard Llewellyn,17496,4.20,7993
7053,Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,Jerome Lawrence,23394,3.93,7993
7054,When Christ and His Saints Slept,Sharon Kay Penman,16577,4.26,7989
7055,The Maze Runner Series,James Dashner,15991,4.24,7986
7056,The Marvels,Brian Selznick,20255,3.99,7983
7057,Ethics,Baruch Spinoza,18065,4.10,7983
7058,Velvet Elvis: Repainting the Christian Faith,Rob Bell,24483,3.78,7980
7059,Time and Again,Jack Finney,23255,3.94,7979
7060,Maya's Notebook,Isabel Allende,30020,3.87,7975
7061,I'm Not Scared,Niccolò Ammaniti,29703,3.89,7970
7062,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,Mò Xiāng Tóng Xiù,9453,4.82,7966
7063,Red Rackham's Treasure,Hergé,16514,4.28,7965
7064,The Raven Prince,Elizabeth Hoyt,23658,3.96,7965
7065,"Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love",Aimee Cabo Nikolov,17266,4.30,7962
7066,"God Is the Cure, Love Is the Answer: A Memoir",Aimee Cabo Nikolov,17266,4.30,7962
7067,Moominland Midwinter,Tove Jansson,14556,4.41,7958
7068,"Geisha, a Life",Mineko Iwasaki,25114,3.92,7956
7069,"Ouran High School Host Club, Vol. 12",Bisco Hatori,11815,4.55,7956
7070,Blackout,Connie Willis,25935,3.85,7956
7071,The Fall of Berlin 1945,Antony Beevor,16877,4.29,7948
7072,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,29461,3.82,7946
7073,The High King's Tomb,Kristen Britain,17347,4.25,7946
7074,The Worst Witch,Jill Murphy,21779,3.96,7946
7075,The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,16656,4.17,7945
7076,Sacajawea,Anna Lee Waldo,16128,4.25,7943
7077,When the Lion Feeds,Wilbur Smith,17660,4.22,7938
7078,The Apostle,Brad Thor,19590,4.15,7929
7079,Burner,Mark Greaney,11987,4.58,7929
7080,The Missing Piece Meets the Big O,Shel Silverstein,13787,4.37,7925
7081,Annie's Song,Catherine Anderson,16960,4.16,7922
7082,Deathless,Catherynne M. Valente,20899,3.95,7917
7083,Introductions,C.L. Stone,16664,4.08,7915
7084,Spring Snow,Yukio Mishima,19281,4.16,7912
7085,Sharpe's Rifles,Bernard Cornwell,18124,4.26,7910
7086,The Other,Thomas Tryon,22065,3.98,7908
7087,Whiteout,Ken Follett,38787,3.65,7905
7088,The Quiche of Death,M.C. Beaton,38147,3.73,7905
7089,The House of God,Samuel Shem,24568,3.87,7901
7090,An Artist of the Floating World,Kazuo Ishiguro,38392,3.78,7901
7091,Dexter in the Dark,Jeff Lindsay,36897,3.56,7899
7092,What I Loved,Siri Hustvedt,20025,4.08,7898
7093,Titus Groan,Mervyn Peake,20902,3.92,7896
7094,Absolute Fear,Lisa Jackson,19120,4.14,7895
7095,"Black Butler, Vol. 4",Yana Toboso,13340,4.42,7894
7096,Princess Mia,Meg Cabot,26231,3.85,7888
7097,Pearls of Lutra,Brian Jacques,21705,4.03,7887
7098,"Will You Please Be Quiet, Please?",Raymond Carver,17787,4.21,7884
7099,Hornet Flight,Ken Follett,26007,3.98,7881
7100,Claimed by Shadow,Karen Chance,22923,3.97,7880
7101,My Soul to Keep,Rachel Vincent,19523,4.08,7879
7102,Deadly Little Secret,Laurie Faria Stolarz,22745,3.86,7877
7103,Pippi in the South Seas,Astrid Lindgren,18336,4.11,7871
7104,The Eye of God,James Rollins,20495,4.13,7866
7105,The Renegade Hunter,Lynsay Sands,15415,4.33,7865
7106,"Sun and Moon, Ice and Snow",Jessica Day George,22225,3.99,7864
7107,A Wolf at the Table,Augusten Burroughs,29290,3.75,7864
7108,The Winter's Tale,William Shakespeare,33528,3.71,7864
7109,Ellen Foster,Kaye Gibbons,31050,3.79,7864
7110,The Moral Landscape: How Science Can Determine Human Values,Sam Harris,23250,3.90,7863
7111,Lucky Jim,Kingsley Amis,29948,3.75,7862
7112,Black-Eyed Susans,Julia Heaberlin,34689,3.77,7862
7113,The Collected Tales of Nikolai Gogol,Nikolai Gogol,14780,4.35,7861
7114,Train to Pakistan,Khushwant Singh,29412,3.93,7856
7115,Written in Bone,Simon Beckett,19176,4.19,7852
7116,The Little Lady Agency,Hester Browne,27604,3.76,7851
7117,Fevre Dream,George R.R. Martin,28826,3.89,7851
7118,Sever,Lauren DeStefano,26698,3.78,7850
7119,Desolation Island,Patrick O'Brian,14899,4.41,7848
7120,"Ace: What Asexuality Reveals About Desire, Society, and the Meaning of Sex",Angela  Chen,15355,4.36,7846
7121,The Bellmaker,Brian Jacques,23468,3.99,7844
7122,Code Red,Kyle Mills,14037,4.42,7839
7123,Monument 14,Emmy Laybourne,24090,3.90,7838
7124,Curran,Gordon Andrews,18063,4.14,7833
7125,Cancer Ward,Aleksandr Solzhenitsyn,16711,4.25,7832
7126,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,20992,4.01,7829
7127,Children of God,Mary Doria Russell,21414,4.08,7829
7128,Arabella,Georgette Heyer,20659,4.09,7827
7129,Carrion Comfort,Dan Simmons,23433,3.91,7825
7130,The Last Cuentista,Donna Barba Higuera,21374,4.08,7823
