,book_title,author,num_ratings,average_rating,5_star_reviews
439,Bared to You,Sylvia Day,528239,4.14,260396
440,A Light in the Attic,Shel Silverstein,448639,4.36,259312
441,Murder on the Orient Express,Agatha Christie,627128,4.20,258989
442,Icebreaker,Hannah  Grace,758655,3.88,256963
443,City of Lost Souls,Cassandra Clare,533259,4.22,255587
444,Number the Stars,Lois Lowry,570557,4.19,254053
445,The Devil in the White City,Erik Larson,686181,4.00,253098
446,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,686018,4.00,253043
447,Great Expectations,Charles Dickens,805941,3.79,252930
448,How the Grinch Stole Christmas!,Dr. Seuss,415431,4.38,252759
449,How the Grinch Stole Christmas!,Dr. Seuss,415318,4.38,252671
450,The Perfect Marriage,Jeneva Rose,686133,3.97,252390
451,The Last Song,Nicholas Sparks,555543,4.16,251905
452,All the Bright Places,Jennifer Niven,568253,4.13,251603
453,The Hating Game,Sally  Thorne,720516,3.89,251354
454,The Hating Game,Sally  Thorne,720235,3.89,251288
455,Foundation,Isaac Asimov,541908,4.17,249815
456,The Art of Racing in the Rain,Garth Stein,521940,4.23,249802
457,Regretting You,Colleen Hoover,606063,4.13,249331
458,Carrie,Stephen King,727150,3.99,248750
459,The Eye of the World,Robert Jordan,534055,4.19,247956
460,The Well of Ascension,Brandon Sanderson,475440,4.38,247749
461,City of Fallen Angels,Cassandra Clare,603421,4.08,247673
462,"Oh, The Places You'll Go!",Dr. Seuss,408558,4.36,246180
463,"Oh, the Places You’ll Go!",Dr. Seuss,408449,4.36,246096
464,The Unhoneymooners,Christina Lauren,847255,3.91,246040
465,Twisted Games,Ana Huang,606548,4.12,245493
466,Mere Christianity,C.S. Lewis,416294,4.35,244534
467,Dear John,Nicholas Sparks,599474,4.04,243990
468,Twisted Love,Ana Huang,903582,3.73,243501
469,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,508481,4.24,241386
470,The Alice Network,Kate Quinn,497695,4.32,241296
471,The Godfather,Mario Puzo,422506,4.39,241145
472,Girl with a Pearl Earring,Tracy Chevalier,738579,3.93,240930
473,The Ballad of Songbirds and Snakes,Suzanne Collins,770161,3.95,240856
474,The Woman in the Window,A.J. Finn,785420,3.95,239898
475,Heart Bones,Colleen Hoover,514619,4.24,239150
476,Speak,Laurie Halse Anderson,594640,4.05,238349
477,Speak,Laurie Halse Anderson,594527,4.05,238316
478,A Tree Grows in Brooklyn,Betty  Smith,467819,4.29,238109
479,The BFG,Roald Dahl,484508,4.23,237858
480,The BFG,Roald Dahl,484365,4.23,237791
481,Pachinko,Min Jin Lee,477157,4.33,236875
482,The Screwtape Letters,C.S. Lewis,450499,4.26,236767
483,The Screwtape Letters,C.S. Lewis,450354,4.26,236683
484,The Joy Luck Club,Amy Tan,684729,3.97,236134
485,Legend,Marie Lu,531138,4.16,235079
486,Legend,Marie Lu,531050,4.16,235039
487,"Thinking, Fast and Slow",Daniel Kahneman,502158,4.18,234869
488,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,431000,4.20,234090
489,The Guest List,Lucy Foley,1011257,3.82,233834
490,Harry Potter Series Box Set,J.K. Rowling,288478,4.74,232835
491,Archer's Voice,Mia Sheridan,464558,4.22,232784
492,Dark Places,Gillian Flynn,755426,3.95,232665
493,All Your Perfects,Colleen Hoover,589096,4.04,232456
494,The Graveyard Book,Neil Gaiman,540904,4.16,231876
495,Pet Sematary,Stephen King,595723,4.06,230256
496,Pet Sematary,Stephen King,595516,4.06,230159
497,The Last Thing He Told Me,Laura Dave,954110,3.84,229221
498,The Gunslinger,Stephen King,613322,3.92,228596
499,The Ocean at the End of the Lane,Neil Gaiman,621059,4.02,228437
500,Neverwhere,Neil Gaiman,532417,4.17,228171
501,They Both Die at the End,Adam Silvera,748464,3.77,227791
502,They Both Die at the End,Adam Silvera,748153,3.77,227715
503,Every Summer After,Carley Fortune,524949,4.22,227112
504,Interview with the Vampire,Anne Rice,591668,4.02,226506
505,Then She Was Gone,Lisa Jewell,691534,4.05,226424
506,A Kingdom of Flesh and Fire,Jennifer L. Armentrout,406808,4.35,225975
507,One for the Money,Janet Evanovich,552463,4.05,225937
508,Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,565914,4.06,225849
509,Uglies,Scott Westerfeld,665866,3.85,225273
510,The Spanish Love Deception,Elena  Armas,690270,3.83,224796
511,"Everything, Everything",Nicola Yoon,623803,3.97,224752
512,The Spanish Love Deception,Elena  Armas,689979,3.83,224721
513,Call Me By Your Name,André Aciman,497743,4.11,224237
514,City of Heavenly Fire,Cassandra Clare,385601,4.39,224009
515,Redeeming Love,Francine Rivers,324100,4.51,223233
516,La Biblia: Reina-Valera 1960,Anonymous,294328,4.44,223203
517,The Holy Bible: King James Version,Anonymous,294233,4.44,223126
518,Red Rising,Pierce Brown,444935,4.27,222954
519,Unravel Me,Tahereh Mafi,553594,4.14,222268
520,Bridge to Terabithia,Katherine Paterson,548670,4.05,221765
521,Bridge to Terabithia,Katherine Paterson,548536,4.05,221704
522,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,432094,4.27,221598
523,The Sisterhood of the Traveling Pants,Ann Brashares,706674,3.84,221076
524,"The Hobbit, Part One",J.R.R. Tolkien,377822,4.31,220596
525,Beartown,Fredrik Backman,445754,4.29,220400
526,Goodnight Moon,Margaret Wise Brown,374935,4.31,220272
527,Never Lie,Freida McFadden,564461,4.11,218059
528,Confessions of a Shopaholic,Sophie Kinsella,754515,3.70,217926
529,Carrie Soto Is Back,Taylor Jenkins Reid,518124,4.22,217414
530,"Good Girl, Bad Blood",Holly  Jackson,482483,4.30,217301
531,Maybe Someday,Colleen Hoover,549717,4.01,215716
532,The Summer I Turned Pretty,Jenny Han,788861,3.76,215705
533,The Summer I Turned Pretty,Jenny Han,788438,3.76,215600
534,Norwegian Wood,Haruki Murakami,607761,4.01,215059
535,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,509832,4.13,212994
536,Behind Closed Doors,B.A. Paris,607618,3.98,212836
537,Matched,Ally Condie,781592,3.63,212636
538,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,326060,4.46,212134
539,Watership Down,Richard  Adams,482158,4.08,211643
540,Never Let Me Go,Kazuo Ishiguro,700216,3.85,210201
541,The Magician’s Nephew,C.S. Lewis,544174,4.05,208675
542,Cutting for Stone,Abraham   Verghese,389240,4.32,208460
543,Haunting Adeline,H.D. Carlton,471565,3.98,207638
544,A Discovery of Witches,Deborah Harkness,493611,4.02,205973
545,Confess,Colleen Hoover,511973,4.10,205137
546,Homegoing,Yaa Gyasi,344445,4.47,203922
547,World War Z: An Oral History of the Zombie War,Max Brooks,527550,4.02,203736
548,The Unbearable Lightness of Being,Milan Kundera,473006,4.11,203684
549,The Lorax: Special How to Save the Planet edition,Dr. Seuss,345044,4.35,203684
550,The Lorax,Dr. Seuss,344971,4.35,203637
551,Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,469765,4.14,203512
552,Cress,Marissa Meyer,370993,4.41,203362
553,Sarah's Key,Tatiana de Rosnay,475905,4.18,203339
554,Dark Matter,Blake Crouch,512046,4.13,202367
555,Beneath a Scarlet Sky,Mark T. Sullivan,341594,4.43,201984
556,Dead Until Dark,Charlaine Harris,541306,3.97,201531
557,The Four Agreements,Miguel Ruiz,404328,4.19,201491
558,Shadow Kiss,Richelle Mead,366692,4.33,200758
559,Fallen,Lauren Kate,587614,3.72,200417
560,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,593803,3.96,200001
561,"A Child Called ""It""",Dave Pelzer,435835,4.13,199463
562,Small Great Things,Jodi Picoult,377160,4.36,199002
563,A Brief History of Time,Stephen Hawking,434171,4.21,198789
564,Beautiful Creatures,Kami Garcia,600652,3.77,198500
565,The Bad Beginning,Lemony Snicket,523535,4.01,198361
566,Crying in H Mart,Michelle Zauner,427608,4.27,195731
567,The Giver of Stars,Jojo Moyes,427197,4.29,195514
568,The Husband's Secret,Liane Moriarty,675258,3.95,195205
569,Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,336036,4.38,195172
570,Maus I: Un Survivant Raconte: Mon Père Saigne L'histoire,Art Spiegelman,335987,4.38,195146
571,Something Borrowed,Emily Giffin,582645,3.88,194898
572,"Death Note, Vol. 1: Boredom",Tsugumi Ohba,305615,4.46,194796
573,The Blood of Olympus,Rick Riordan,333673,4.43,194795
574,The Green Mile,Stephen King,322147,4.48,194364
575,Kafka on the Shore,Haruki Murakami,472648,4.13,194149
576,Kafka on the Shore,Haruki Murakami,472572,4.13,194121
577,The Story of Art,E.H. Gombrich,417278,3.96,193841
578,All Quiet on the Western Front,Erich Maria Remarque,462616,4.08,193767
579,Between the World and Me,Ta-Nehisi Coates,334310,4.40,193359
580,The Brothers Karamazov,Fyodor Dostoevsky,334581,4.37,192644
581,Graceling,Kristin Cashore,462624,4.07,192245
582,The Master and Margarita,Mikhail Bulgakov,356344,4.29,192191
583,Station Eleven,Emily St. John Mandel,522083,4.07,191678
584,Along Came a Spider,James Patterson,459693,4.13,190476
585,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,436595,4.16,190125
586,Reflected in You,Sylvia Day,351581,4.30,190073
587,The Other Boleyn Girl,Philippa Gregory,498576,4.08,190036
588,Winnie-the-Pooh,A.A. Milne,328571,4.36,189474
589,The Tales of Beedle the Bard,J.K. Rowling,489641,4.04,189099
590,The Voyage of the Dawn Treader,C.S. Lewis,471448,4.09,188226
591,The Ultimate Hitchhiker’s Guide to the Galaxy,Douglas Adams,323845,4.38,187914
592,Caraval,Stephanie Garber,537000,3.99,187813
593,Caraval,Stephanie Garber,536371,3.99,187623
594,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,394097,4.17,186825
595,Scarlet,Marissa Meyer,422266,4.24,186669
596,Dragonfly in Amber,Diana Gabaldon,357705,4.34,186420
597,Marked,P.C. Cast,497463,3.81,186099
598,The Scorch Trials,James Dashner,584131,3.90,185975
599,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,301841,4.47,185879
600,Untamed,Glennon Doyle,444195,3.99,185393
601,Harry Potter and the Order of the Phoenix,J.K. Rowling,256869,4.61,185188
602,Americanah,Chimamanda Ngozi Adichie,372889,4.32,185115
603,Love in the Time of Cholera,Gabriel García Márquez,506803,3.94,184947
604,Anna and the French Kiss,Stephanie Perkins,452429,3.97,184929
605,A Short History of Nearly Everything,Bill Bryson,387803,4.21,184880
606,Deception Point,Dan       Brown,671296,3.75,184321
607,Perfume: The Story of a Murderer,Patrick Süskind,472039,4.04,184208
608,Better Than the Movies,Lynn Painter,376685,4.29,183962
609,The Subtle Knife,Philip Pullman,436784,4.15,183814
610,Artemis Fowl,Eoin Colfer,547462,3.86,183732
611,Better than the Movies,Lynn Painter,376064,4.29,183680
612,James and the Giant Peach,Roald Dahl,475617,4.03,183091
613,James and the Giant Peach,Roald Dahl,475496,4.03,183034
614,Howl’s Moving Castle,Diana Wynne Jones,361072,4.29,183031
615,The Rosie Project,Graeme Simsion,558371,4.02,182814
616,The Witches,Roald Dahl,397593,4.18,182743
617,The Witches,Roald Dahl,397486,4.18,182703
618,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,369717,4.15,182672
619,It Happened One Summer,Tessa Bailey,550053,3.96,182622
620,A Midsummer Night’s Dream,William Shakespeare,542203,3.95,182555
621,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,316450,4.39,181871
622,Where the Red Fern Grows,Wilson Rawls,408379,4.11,181672
623,The Secret,Rhonda Byrne,480694,3.73,180910
624,A Study in Scarlet,Arthur Conan Doyle,447388,4.14,180606
625,Safe Haven,Nicholas Sparks,383427,4.22,180599
626,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,557843,3.85,180052
627,Atonement,Ian McEwan,521512,3.94,178902
628,Orphan Train,Christina Baker Kline,443244,4.19,178328
629,Divine Rivals,Rebecca   Ross,398562,4.22,177222
630,Maybe You Should Talk to Someone,Lori Gottlieb,327936,4.38,176872
631,The Last Lecture,Randy Pausch,346443,4.26,176556
632,The Last Lecture,Randy Pausch,346400,4.26,176530
633,Frostbite,Richelle Mead,356194,4.26,176181
634,Turtles All the Way Down,John Green,570202,3.89,176139
635,The Hawthorne Legacy,Jennifer Lynn Barnes,424101,4.21,176092
636,The Cuckoo's Calling,Robert Galbraith,583930,3.89,176060
637,Stardust,Neil Gaiman,456462,4.10,176015
638,The 5th Wave,Rick Yancey,458674,4.01,175835
639,Oathbringer,Brandon Sanderson,248819,4.62,174985
640,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,437384,4.08,174428
641,The Bourne Identity,Robert Ludlum,432687,4.05,174291
642,The Art of War,Sun Tzu,492512,3.96,173963
643,"Saga, Volume 1",Brian K. Vaughan,334015,4.17,173778
644,Delirium,Lauren Oliver,467162,3.95,173738
645,The Thorn Birds,Colleen McCullough,350765,4.24,172885
646,Firefly Lane,Kristin Hannah,395119,4.17,172453
647,’Salem’s Lot,Stephen King,458895,4.06,172320
648,Twisted Lies,Ana Huang,376054,4.22,172278
649,Eldest,Christopher Paolini,447232,4.03,172188
650,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,357394,4.16,172127
651,Slammed,Colleen Hoover,370592,4.17,171476
652,Voyager,Diana Gabaldon,309499,4.39,170767
653,Who Moved My Cheese?,Spencer Johnson,474250,3.86,170179
654,John Adams,David McCullough,361986,4.08,169802
655,Ruin and Rising,Leigh Bardugo,526120,3.99,169525
656,The Red Pyramid,Rick Riordan,397442,4.10,168889
657,I'll Give You the Sun,Jandy Nelson,336896,4.16,168797
658,Inferno,Dan       Brown,551432,3.89,168795
659,Cat’s Cradle,Kurt Vonnegut Jr.,404560,4.16,168723
660,Dark Lover,J.R. Ward,337273,4.16,168644
661,Think and Grow Rich,Napoleon Hill,331969,4.18,168409
662,The Wonderful Wizard of Oz,L. Frank Baum,455069,4.00,168279
663,Last Sacrifice,Richelle Mead,288208,4.37,168252
664,Beloved,Toni Morrison,438262,3.95,168095
665,If You Give a Mouse a Cookie,Laura Joffe Numeroff,298155,4.28,167825
666,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,412715,4.04,167735
667,Local Woman Missing,Mary Kubica,437623,4.14,167547
668,Do Androids Dream of Electric Sheep?,Philip K. Dick,454666,4.09,167269
669,Do Androids Dream of Electric Sheep?,Philip K. Dick,454565,4.09,167241
670,The Scarlet Letter,Nathaniel Hawthorne,867728,3.43,167153
671,Digital Fortress,Dan       Brown,637812,3.69,166783
672,Just Mercy,Bryan Stevenson,233155,4.63,166521
673,One True Loves,Taylor Jenkins Reid,503945,4.05,166388
674,We Should All Be Feminists,Chimamanda Ngozi Adichie,294356,4.40,166199
675,Fall of Giants,Ken Follett,324267,4.31,165957
676,Blood Promise,Richelle Mead,313861,4.30,165860
677,Ways of Seeing,John Berger,377820,3.92,165522
678,Yes Please,Amy Poehler,527538,3.85,165442
679,None of This Is True,Lisa Jewell,474100,4.14,164154
680,Still Alice,Lisa Genova,342647,4.32,164134
681,The Lost Symbol,Dan       Brown,610890,3.75,163987
682,The Hunt for Red October,Tom Clancy,375371,4.11,163793
683,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,285256,4.41,163491
684,A Prayer for Owen Meany,John Irving,321694,4.24,162236
685,The Name of the Rose,Umberto Eco,366042,4.14,161412
686,Shiver,Maggie Stiefvater,481827,3.76,161300
687,As Good As Dead,Holly  Jackson,336184,4.21,161151
688,As Good As Dead,Holly  Jackson,335944,4.21,161025
689,Ella Enchanted,Gail Carson Levine,413528,4.01,160922
690,The Dutch House,Ann Patchett,452271,4.10,160657
691,Scythe,Neal Shusterman,319817,4.33,160569
692,Spirit Bound,Richelle Mead,295338,4.33,160286
693,What Alice Forgot,Liane Moriarty,470481,4.08,159773
694,The Importance of Being Earnest,Oscar Wilde,372244,4.17,159669
695,The Iliad,Homer,458597,3.91,159550
696,The Iliad,Homer,458521,3.91,159520
697,"Attack on Titan, Vol. 1",Hajime Isayama,243692,4.47,159391
698,Brisingr,Christopher Paolini,376859,4.09,159274
699,The Client,John Grisham,446049,4.05,159163
700,Winter,Marissa Meyer,281220,4.42,158871
701,Pretty Girls,Karin Slaughter,424649,4.05,158853
702,Golden Son,Pierce Brown,269434,4.47,158725
703,Alice in Wonderland,Jane Carruth,390196,4.03,158516
704,The Light Between Oceans,M.L. Stedman,459276,4.04,157601
705,The Lies of Locke Lamora,Scott Lynch,297997,4.30,157472
706,Nineteen Minutes,Jodi Picoult,372407,4.16,157429
707,"Moby-Dick or, The Whale",Herman Melville,563199,3.55,157429
708,The Inmate,Freida McFadden,409318,4.08,157367
709,Extremely Loud & Incredibly Close,Jonathan Safran Foer,421801,3.97,157270
710,War and Peace,Leo Tolstoy,329772,4.16,156786
711,The Couple Next Door,Shari Lapena,594243,3.81,156730
712,P.S. I Love You,Cecelia Ahern,381905,4.03,156419
713,Know My Name,Chanel Miller,202602,4.71,156062
714,Love You Forever,Robert Munsch,237688,4.37,156017
715,"Where'd You Go, Bernadette",Maria Semple,573989,3.88,155714
716,The Amber Spyglass,Philip Pullman,361220,4.10,155573
717,the sun and her flowers,Rupi Kaur,343348,4.09,155568
718,The Hobbit,Chuck Dixon,241116,4.51,155301
719,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,598374,3.54,154732
720,The Autobiography of Malcolm X,Malcolm X,268770,4.36,154668
721,V for Vendetta,Alan Moore,309565,4.26,154460
722,The Pelican Brief,John Grisham,429703,4.05,154371
723,The Lucky One,Nicholas Sparks,362562,4.12,154191
724,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,584469,3.83,153745
725,The Prophet,Kahlil Gibran,300143,4.23,153477
726,The Time Machine,H.G. Wells,521273,3.90,152965
727,Alice's Adventures in Wonderland,Lewis Carroll,387263,4.00,152293
728,Alice's Adventures in Wonderland,Lewis Carroll,387201,4.00,152260
729,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,411096,4.06,152177
730,The Mysterious Affair at Styles,Agatha Christie,426871,4.00,152081
731,The Mysterious Affair at Styles,Agatha Christie,426783,4.00,152046
732,The New Drawing on the Right Side of the Brain,Betty Edwards,356186,3.87,151909
733,Hunting Adeline,H.D. Carlton,316974,4.12,151322
734,"I, Robot",Isaac Asimov,347880,4.21,151160
735,On Writing: A Memoir of the Craft,Stephen King,289149,4.34,151113
736,Fantastic Beasts and Where to Find Them,Newt Scamander,401594,3.96,150986
737,The Complete Maus,Art Spiegelman,222022,4.57,150711
738,Twisted Hate,Ana Huang,442321,4.01,150642
739,The Testaments,Margaret Atwood,354370,4.19,150505
740,Siege and Storm,Leigh Bardugo,612342,3.82,150491
741,Is Everyone Hanging Out Without Me?,Mindy Kaling,497589,3.86,150371
742,The Serpent and the Wings of Night,Carissa Broadbent,308553,4.33,150013
743,Inkheart,Cornelia Funke,424931,3.92,149896
744,Greenlights,Matthew McConaughey,334734,4.21,149868
745,The Lean Startup,Eric Ries,328865,4.11,149029
746,The Great Hunt,Robert Jordan,319729,4.26,147974
747,Carry On,Rainbow Rowell,313378,4.18,147653
748,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,307660,4.28,147268
749,The ​Crown of Gilded Bones,Jennifer L. Armentrout,308589,4.18,146828
750,Smile,Raina Telgemeier,277847,4.24,146658
751,I Know This Much Is True,Wally Lamb,312990,4.20,146602
752,Prince Caspian,C.S. Lewis,440459,3.98,146506
753,A Thousand Boy Kisses,Tillie Cole,303597,4.08,146387
754,A Monster Calls,Patrick Ness,266878,4.35,145709
755,A Monster Calls,Patrick Ness,266833,4.35,145689
756,The Memory Keeper's Daughter,Kim Edwards,600961,3.70,145686
757,The Adventures of Sherlock Holmes,Arthur Conan Doyle,301284,4.30,145401
758,The Underground Railroad,Colson Whitehead,403068,4.06,145287
759,A Little Princess,Frances Hodgson Burnett,307094,4.22,145249
760,The Raven Boys,Maggie Stiefvater,369261,4.05,145137
761,Lilac Girls,Martha Hall Kelly,305040,4.29,144881
762,The Duke and I,Julia Quinn,514280,3.81,144497
763,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,261102,4.41,144371
764,Daughter of Smoke & Bone,Laini Taylor,370215,3.99,143964
765,Assassin's Apprentice,Robin Hobb,329311,4.18,143652
